date,day_of_week,product_category,price,discount_pct,is_holiday_season,units_sold
2025-11-08,Saturday,Fashion,339.2,5.9,0,25
2025-11-08,Saturday,Home,613.48,7.8,0,13
2025-11-08,Saturday,Electronics,1239.92,2.4,0,17
2025-11-08,Saturday,Home,580.77,0.1,0,14
2025-11-08,Saturday,Electronics,1206.4,5.6,0,17
2025-11-08,Saturday,Fashion,354.83,6.0,0,18
2025-11-08,Saturday,Home,598.16,3.5,0,18
2025-11-08,Saturday,Fashion,366.29,2.0,0,19
2025-11-08,Saturday,Electronics,1188.08,0.6,0,16
2025-11-08,Saturday,Electronics,1158.21,6.5,0,20
2025-11-09,Sunday,Electronics,1206.97,3.3,0,17
2025-11-09,Sunday,Toys,257.27,1.8,0,12
2025-11-09,Sunday,Beauty,195.95,4.7,0,17
2025-11-09,Sunday,Beauty,196.11,5.0,0,11
2025-11-09,Sunday,Fashion,354.39,2.1,0,12
2025-11-09,Sunday,Electronics,1158.85,1.4,0,18
2025-11-09,Sunday,Beauty,203.79,3.8,0,18
2025-11-09,Sunday,Electronics,1167.78,5.7,0,16
2025-11-09,Sunday,Fashion,364.84,6.3,0,12
2025-11-09,Sunday,Toys,254.03,7.5,0,12
2025-11-09,Sunday,Fashion,364.29,6.6,0,20
2025-11-09,Sunday,Electronics,1147.16,6.3,0,10
2025-11-09,Sunday,Home,596.35,3.7,0,12
2025-11-09,Sunday,Home,611.98,7.5,0,12
2025-11-09,Sunday,Electronics,1211.76,7.1,0,17
2025-11-09,Sunday,Home,606.22,0.2,0,18
2025-11-09,Sunday,Toys,252.18,0.2,0,25
2025-11-09,Sunday,Home,604.57,6.1,0,20
2025-11-10,Monday,Home,580.89,4.7,0,23
2025-11-10,Monday,Beauty,209.38,3.8,0,14
2025-11-10,Monday,Electronics,1242.93,2.6,0,20
2025-11-10,Monday,Beauty,195.76,7.6,0,20
2025-11-10,Monday,Beauty,191.76,2.0,0,12
2025-11-10,Monday,Electronics,1256.42,3.2,0,3
2025-11-10,Monday,Toys,249.05,0.4,0,16
2025-11-10,Monday,Toys,246.54,6.1,0,12
2025-11-10,Monday,Fashion,341.85,1.0,0,12
2025-11-10,Monday,Home,596.29,5.6,0,27
2025-11-10,Monday,Toys,257.48,5.7,0,27
2025-11-10,Monday,Home,603.05,4.4,0,30
2025-11-10,Monday,Electronics,1195.37,0.9,0,26
2025-11-10,Monday,Fashion,349.94,5.7,0,14
2025-11-10,Monday,Beauty,209.6,1.9,0,17
2025-11-10,Monday,Toys,241.12,1.5,0,11
2025-11-10,Monday,Fashion,362.74,2.2,0,13
2025-11-10,Monday,Beauty,196.8,6.3,0,17
2025-11-10,Monday,Home,620.25,4.6,0,18
2025-11-10,Monday,Beauty,207.31,3.6,0,13
2025-11-10,Monday,Toys,246.93,7.5,0,18
2025-11-10,Monday,Fashion,366.83,1.9,0,10
2025-11-11,Tuesday,Electronics,1178.18,3.8,0,24
2025-11-11,Tuesday,Beauty,197.72,5.3,0,24
2025-11-11,Tuesday,Beauty,209.3,1.0,0,5
2025-11-11,Tuesday,Toys,245.8,0.8,0,19
2025-11-11,Tuesday,Beauty,190.31,1.2,0,16
2025-11-11,Tuesday,Fashion,335.12,6.3,0,17
2025-11-11,Tuesday,Beauty,203.0,6.8,0,24
2025-11-11,Tuesday,Toys,247.0,2.5,0,16
2025-11-11,Tuesday,Toys,238.4,0.5,0,9
2025-11-11,Tuesday,Home,629.85,6.0,0,15
2025-11-11,Tuesday,Electronics,1193.24,5.6,0,18
2025-11-11,Tuesday,Electronics,1145.52,6.4,0,16
2025-11-11,Tuesday,Fashion,341.05,3.3,0,22
2025-11-11,Tuesday,Fashion,338.45,0.6,0,22
2025-11-11,Tuesday,Fashion,349.92,4.7,0,12
2025-11-11,Tuesday,Fashion,348.64,2.0,0,17
2025-11-11,Tuesday,Beauty,208.02,5.4,0,18
2025-11-11,Tuesday,Fashion,335.09,7.6,0,22
2025-11-11,Tuesday,Beauty,203.81,3.7,0,17
2025-11-11,Tuesday,Home,581.95,3.1,0,14
2025-11-11,Tuesday,Toys,246.47,2.4,0,18
2025-11-12,Wednesday,Electronics,1257.35,5.3,0,17
2025-11-12,Wednesday,Electronics,1249.27,6.0,0,24
2025-11-12,Wednesday,Home,616.54,1.8,0,19
2025-11-12,Wednesday,Fashion,354.23,5.4,0,14
2025-11-12,Wednesday,Fashion,354.49,7.2,0,15
2025-11-12,Wednesday,Beauty,190.67,2.9,0,14
2025-11-12,Wednesday,Fashion,335.65,2.4,0,17
2025-11-12,Wednesday,Fashion,360.03,7.0,0,14
2025-11-12,Wednesday,Home,601.85,7.3,0,19
2025-11-12,Wednesday,Beauty,209.35,2.4,0,14
2025-11-12,Wednesday,Home,618.25,3.7,0,25
2025-11-12,Wednesday,Fashion,362.6,5.8,0,21
2025-11-12,Wednesday,Beauty,209.35,6.4,0,12
2025-11-12,Wednesday,Electronics,1171.74,1.0,0,24
2025-11-12,Wednesday,Home,610.37,5.4,0,9
2025-11-12,Wednesday,Home,576.5,1.9,0,13
2025-11-12,Wednesday,Electronics,1214.35,7.5,0,14
2025-11-12,Wednesday,Electronics,1216.25,3.7,0,24
2025-11-12,Wednesday,Home,608.95,0.9,0,19
2025-11-13,Thursday,Electronics,1151.66,7.1,0,18
2025-11-13,Thursday,Fashion,346.1,3.0,0,25
2025-11-13,Thursday,Toys,247.98,5.9,0,15
2025-11-13,Thursday,Fashion,363.49,5.2,0,21
2025-11-13,Thursday,Home,571.96,3.0,0,12
2025-11-13,Thursday,Beauty,198.89,1.9,0,8
2025-11-13,Thursday,Home,602.67,7.8,0,28
2025-11-13,Thursday,Home,573.63,2.2,0,29
2025-11-13,Thursday,Beauty,191.83,1.7,0,15
2025-11-13,Thursday,Toys,261.78,0.4,0,10
2025-11-13,Thursday,Toys,242.63,6.6,0,30
2025-11-13,Thursday,Toys,242.68,1.7,0,21
2025-11-13,Thursday,Fashion,360.1,4.8,0,14
2025-11-13,Thursday,Home,621.5,1.2,0,20
2025-11-13,Thursday,Fashion,336.35,6.9,0,20
2025-11-13,Thursday,Fashion,333.02,6.3,0,18
2025-11-13,Thursday,Fashion,341.79,1.0,0,22
2025-11-13,Thursday,Beauty,200.52,6.0,0,9
2025-11-13,Thursday,Toys,252.34,3.6,0,19
2025-11-13,Thursday,Fashion,365.59,0.3,0,20
2025-11-13,Thursday,Toys,245.04,5.1,0,8
2025-11-13,Thursday,Electronics,1147.3,3.8,0,11
2025-11-14,Friday,Beauty,191.47,0.6,0,22
2025-11-14,Friday,Toys,241.21,1.0,0,13
2025-11-14,Friday,Home,592.85,4.8,0,13
2025-11-14,Friday,Home,597.22,4.8,0,24
2025-11-14,Friday,Toys,255.52,1.7,0,22
2025-11-14,Friday,Beauty,207.76,3.3,0,20
2025-11-14,Friday,Electronics,1177.51,2.5,0,13
2025-11-14,Friday,Home,592.46,1.2,0,19
2025-11-14,Friday,Electronics,1151.19,0.8,0,17
2025-11-14,Friday,Home,618.71,4.5,0,12
2025-11-14,Friday,Home,610.2,3.3,0,14
2025-11-14,Friday,Beauty,207.36,5.8,0,24
2025-11-14,Friday,Home,576.22,4.1,0,16
2025-11-14,Friday,Fashion,355.49,1.8,0,25
2025-11-14,Friday,Home,576.89,2.2,0,24
2025-11-14,Friday,Fashion,360.75,6.8,0,27
2025-11-14,Friday,Toys,254.37,4.5,0,16
2025-11-14,Friday,Toys,260.73,6.6,0,17
2025-11-14,Friday,Home,625.29,2.8,0,21
2025-11-14,Friday,Fashion,362.95,4.5,0,15
2025-11-14,Friday,Electronics,1151.01,4.2,0,19
2025-11-14,Friday,Beauty,198.4,2.7,0,12
2025-11-15,Saturday,Toys,239.62,0.4,0,23
2025-11-15,Saturday,Fashion,358.91,0.4,0,22
2025-11-15,Saturday,Beauty,199.71,3.5,0,20
2025-11-15,Saturday,Home,582.93,4.1,0,16
2025-11-15,Saturday,Toys,249.67,5.3,0,20
2025-11-15,Saturday,Electronics,1166.46,7.9,0,21
2025-11-15,Saturday,Fashion,359.36,6.1,0,19
2025-11-15,Saturday,Home,589.69,0.1,0,17
2025-11-15,Saturday,Beauty,200.65,1.8,0,14
2025-11-15,Saturday,Toys,258.33,6.4,0,26
2025-11-15,Saturday,Electronics,1192.35,3.7,0,22
2025-11-15,Saturday,Electronics,1243.45,4.6,0,10
2025-11-15,Saturday,Beauty,195.79,3.2,0,14
2025-11-15,Saturday,Home,580.31,7.6,0,10
2025-11-15,Saturday,Home,575.29,6.8,0,19
2025-11-15,Saturday,Fashion,347.75,3.2,0,26
2025-11-15,Saturday,Home,583.29,6.2,0,22
2025-11-15,Saturday,Electronics,1201.26,0.9,0,7
2025-11-15,Saturday,Home,591.07,7.7,0,17
2025-11-15,Saturday,Fashion,340.77,1.2,0,20
2025-11-15,Saturday,Electronics,1161.26,6.2,0,24
2025-11-15,Saturday,Beauty,199.28,4.5,0,11
2025-11-15,Saturday,Toys,253.57,7.9,0,14
2025-11-15,Saturday,Home,621.85,5.0,0,19
2025-11-16,Sunday,Home,617.78,4.7,0,19
2025-11-16,Sunday,Home,600.44,2.5,0,16
2025-11-16,Sunday,Home,574.6,6.9,0,18
2025-11-16,Sunday,Electronics,1213.8,4.1,0,11
2025-11-16,Sunday,Electronics,1193.97,6.5,0,19
2025-11-16,Sunday,Fashion,343.75,3.8,0,19
2025-11-16,Sunday,Electronics,1237.32,6.7,0,19
2025-11-16,Sunday,Electronics,1200.55,1.4,0,18
2025-11-16,Sunday,Beauty,200.48,4.9,0,23
2025-11-16,Sunday,Home,592.37,2.3,0,14
2025-11-16,Sunday,Toys,238.81,5.0,0,20
2025-11-16,Sunday,Home,573.95,0.8,0,16
2025-11-16,Sunday,Toys,259.33,2.7,0,14
2025-11-16,Sunday,Toys,254.09,7.3,0,15
2025-11-16,Sunday,Beauty,192.58,5.7,0,24
2025-11-16,Sunday,Electronics,1177.15,3.0,0,20
2025-11-16,Sunday,Toys,239.84,5.4,0,9
2025-11-16,Sunday,Toys,246.55,2.9,0,19
2025-11-16,Sunday,Beauty,193.84,8.0,0,21
2025-11-16,Sunday,Fashion,335.2,6.8,0,24
2025-11-16,Sunday,Toys,238.44,2.7,0,23
2025-11-16,Sunday,Toys,240.78,3.0,0,22
2025-11-17,Monday,Fashion,357.74,0.3,0,26
2025-11-17,Monday,Home,610.58,1.9,0,14
2025-11-17,Monday,Beauty,194.68,1.9,0,19
2025-11-17,Monday,Beauty,208.08,1.6,0,15
2025-11-17,Monday,Beauty,199.23,2.3,0,12
2025-11-17,Monday,Beauty,200.06,3.3,0,19
2025-11-17,Monday,Toys,240.96,2.0,0,20
2025-11-17,Monday,Beauty,207.48,4.4,0,25
2025-11-17,Monday,Electronics,1174.21,6.1,0,23
2025-11-17,Monday,Home,596.96,4.1,0,19
2025-11-17,Monday,Fashion,361.08,7.1,0,16
2025-11-17,Monday,Electronics,1189.79,3.2,0,14
2025-11-17,Monday,Electronics,1184.99,0.2,0,21
2025-11-17,Monday,Electronics,1240.7,5.2,0,18
2025-11-17,Monday,Home,625.04,3.8,0,15
2025-11-17,Monday,Fashion,359.06,3.8,0,9
2025-11-17,Monday,Electronics,1170.71,6.7,0,10
2025-11-17,Monday,Toys,261.01,4.9,0,10
2025-11-17,Monday,Fashion,343.04,0.4,0,22
2025-11-17,Monday,Beauty,202.78,5.0,0,26
2025-11-17,Monday,Beauty,201.93,0.1,0,21
2025-11-17,Monday,Toys,251.88,5.7,0,17
2025-11-17,Monday,Home,584.43,3.3,0,18
2025-11-17,Monday,Electronics,1202.82,2.9,0,24
2025-11-18,Tuesday,Toys,238.01,7.0,0,16
2025-11-18,Tuesday,Electronics,1216.28,7.8,0,17
2025-11-18,Tuesday,Electronics,1181.38,5.9,0,18
2025-11-18,Tuesday,Electronics,1232.58,5.9,0,17
2025-11-18,Tuesday,Toys,245.96,5.1,0,19
2025-11-18,Tuesday,Beauty,209.62,3.8,0,19
2025-11-18,Tuesday,Beauty,190.74,1.6,0,20
2025-11-18,Tuesday,Fashion,363.5,2.5,0,16
2025-11-18,Tuesday,Toys,249.33,0.3,0,22
2025-11-18,Tuesday,Fashion,342.51,6.9,0,24
2025-11-18,Tuesday,Home,577.47,2.9,0,20
2025-11-18,Tuesday,Beauty,204.87,7.2,0,7
2025-11-18,Tuesday,Beauty,203.84,2.9,0,26
2025-11-18,Tuesday,Toys,244.17,0.7,0,13
2025-11-18,Tuesday,Fashion,351.59,2.6,0,20
2025-11-18,Tuesday,Electronics,1179.35,2.4,0,10
2025-11-18,Tuesday,Fashion,356.64,2.8,0,20
2025-11-18,Tuesday,Electronics,1227.22,7.3,0,13
2025-11-18,Tuesday,Electronics,1149.0,5.1,0,14
2025-11-18,Tuesday,Home,600.79,6.0,0,18
2025-11-18,Tuesday,Toys,254.45,3.5,0,19
2025-11-18,Tuesday,Fashion,334.85,6.2,0,14
2025-11-18,Tuesday,Toys,238.31,1.2,0,21
2025-11-19,Wednesday,Home,592.32,6.1,0,12
2025-11-19,Wednesday,Beauty,196.29,2.2,0,15
2025-11-19,Wednesday,Electronics,1143.11,1.5,0,7
2025-11-19,Wednesday,Electronics,1171.41,2.1,0,16
2025-11-19,Wednesday,Beauty,194.29,4.9,0,11
2025-11-19,Wednesday,Fashion,336.79,6.8,0,0
2025-11-19,Wednesday,Beauty,193.45,5.7,0,27
2025-11-19,Wednesday,Home,610.07,5.7,0,17
2025-11-19,Wednesday,Toys,251.05,7.1,0,22
2025-11-19,Wednesday,Fashion,360.28,4.1,0,11
2025-11-19,Wednesday,Electronics,1258.22,6.3,0,18
2025-11-19,Wednesday,Home,603.24,3.0,0,23
2025-11-19,Wednesday,Toys,240.74,7.1,0,22
2025-11-19,Wednesday,Beauty,200.51,6.2,0,20
2025-11-19,Wednesday,Toys,239.34,7.8,0,14
2025-11-19,Wednesday,Toys,246.11,7.0,0,13
2025-11-19,Wednesday,Toys,253.49,1.5,0,23
2025-11-19,Wednesday,Electronics,1239.77,4.1,0,16
2025-11-19,Wednesday,Home,579.88,2.6,0,16
2025-11-19,Wednesday,Toys,259.87,6.8,0,13
2025-11-19,Wednesday,Home,581.78,7.7,0,16
2025-11-19,Wednesday,Toys,250.84,4.0,0,24
2025-11-20,Thursday,Toys,261.04,1.2,0,13
2025-11-20,Thursday,Toys,245.94,7.4,0,11
2025-11-20,Thursday,Electronics,1239.03,0.2,0,24
2025-11-20,Thursday,Toys,244.12,1.7,0,20
2025-11-20,Thursday,Toys,247.91,5.1,0,10
2025-11-20,Thursday,Home,608.51,2.4,0,18
2025-11-20,Thursday,Fashion,360.66,5.5,0,17
2025-11-20,Thursday,Electronics,1158.97,3.3,0,19
2025-11-20,Thursday,Beauty,194.08,4.9,0,14
2025-11-20,Thursday,Home,628.52,1.0,0,25
2025-11-20,Thursday,Home,600.9,0.8,0,18
2025-11-20,Thursday,Beauty,194.96,0.8,0,20
2025-11-20,Thursday,Home,626.72,6.9,0,6
2025-11-20,Thursday,Fashion,360.97,7.5,0,24
2025-11-20,Thursday,Home,581.39,1.3,0,23
2025-11-20,Thursday,Home,599.84,0.7,0,17
2025-11-20,Thursday,Beauty,200.11,7.7,0,19
2025-11-21,Friday,Home,599.69,7.1,0,22
2025-11-21,Friday,Beauty,195.71,0.1,0,20
2025-11-21,Friday,Home,613.65,6.1,0,19
2025-11-21,Friday,Home,572.71,0.4,0,13
2025-11-21,Friday,Home,574.41,4.0,0,16
2025-11-21,Friday,Toys,244.49,7.9,0,16
2025-11-21,Friday,Electronics,1187.27,6.4,0,15
2025-11-21,Friday,Home,603.47,2.9,0,22
2025-11-21,Friday,Beauty,200.0,0.4,0,23
2025-11-21,Friday,Fashion,357.48,6.4,0,15
2025-11-21,Friday,Toys,240.99,7.5,0,17
2025-11-21,Friday,Home,579.75,7.9,0,17
2025-11-21,Friday,Home,600.44,4.1,0,13
2025-11-21,Friday,Beauty,204.17,2.4,0,19
2025-11-21,Friday,Electronics,1257.59,4.7,0,13
2025-11-22,Saturday,Electronics,1211.63,2.1,0,10
2025-11-22,Saturday,Toys,251.94,5.8,0,6
2025-11-22,Saturday,Toys,249.51,4.2,0,16
2025-11-22,Saturday,Beauty,192.96,5.4,0,9
2025-11-22,Saturday,Electronics,1208.71,5.6,0,19
2025-11-22,Saturday,Beauty,193.03,5.5,0,23
2025-11-22,Saturday,Beauty,200.04,4.9,0,8
2025-11-22,Saturday,Electronics,1224.69,4.1,0,19
2025-11-22,Saturday,Toys,245.63,5.3,0,13
2025-11-22,Saturday,Fashion,348.59,4.3,0,17
2025-11-22,Saturday,Toys,246.36,6.2,0,16
2025-11-22,Saturday,Home,606.6,1.5,0,10
2025-11-22,Saturday,Fashion,342.27,2.4,0,31
2025-11-22,Saturday,Home,612.29,5.5,0,12
2025-11-22,Saturday,Beauty,196.34,2.8,0,26
2025-11-22,Saturday,Home,587.27,4.6,0,14
2025-11-22,Saturday,Toys,246.99,7.8,0,23
2025-11-22,Saturday,Fashion,342.67,2.3,0,6
2025-11-22,Saturday,Electronics,1181.56,3.5,0,17
2025-11-22,Saturday,Fashion,361.48,2.2,0,23
2025-11-22,Saturday,Toys,254.9,1.1,0,13
2025-11-22,Saturday,Fashion,334.28,7.2,0,13
2025-11-22,Saturday,Fashion,354.83,0.4,0,11
2025-11-22,Saturday,Electronics,1221.74,1.1,0,22
2025-11-22,Saturday,Toys,261.95,1.3,0,12
2025-11-23,Sunday,Beauty,203.01,6.0,0,9
2025-11-23,Sunday,Home,589.27,5.2,0,19
2025-11-23,Sunday,Toys,243.31,5.9,0,16
2025-11-23,Sunday,Electronics,1249.59,1.4,0,20
2025-11-23,Sunday,Electronics,1259.66,3.2,0,15
2025-11-23,Sunday,Beauty,193.73,6.0,0,20
2025-11-23,Sunday,Electronics,1141.11,4.5,0,15
2025-11-23,Sunday,Electronics,1251.41,2.7,0,11
2025-11-23,Sunday,Toys,249.85,7.5,0,20
2025-11-23,Sunday,Toys,249.2,1.5,0,20
2025-11-23,Sunday,Beauty,202.97,5.7,0,19
2025-11-23,Sunday,Electronics,1228.39,6.3,0,10
2025-11-23,Sunday,Fashion,353.88,5.1,0,14
2025-11-23,Sunday,Beauty,206.54,4.1,0,24
2025-11-23,Sunday,Fashion,366.86,3.8,0,21
2025-11-23,Sunday,Fashion,332.74,3.1,0,14
2025-11-23,Sunday,Home,588.12,5.8,0,19
2025-11-23,Sunday,Electronics,1171.39,2.9,0,18
2025-11-23,Sunday,Beauty,196.14,3.2,0,25
2025-11-23,Sunday,Toys,260.58,7.1,0,18
